Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Car Price
Mercedes-Benz,S-Class,Sedan,1999,Gasoline,4.3 L,Automatic,Rear Wheel Drive,"370,000 km",Car is not damaged,Left,Yes,White,R16,Хenon Headlights,Black,Leather,Regular Sunroof,"$6,500"
Peugeot,Partner,Van,2007,Gasoline,1.4 L,Manual,Front Wheel Drive,"300,000 km",Car is not damaged,Left,Yes,Gray,R14,Halogen Headlights,Black,Textile,No,"1,700,000 ֏"
Nissan,Skyline,Sedan,2004,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"149,000 km",Car is not damaged,Right,Yes,White,R16,Хenon Headlights,Gray,Alcantara,No,"$5,500"
Hyundai,Elantra,Sedan,2016,Gasoline,2.0 L,Automatic,Front Wheel Drive,"140,000 km",Car is not damaged,Left,Yes,Black,R17,Хenon Headlights,Gray,Leather,Regular Sunroof,"$13,000"
Hyundai,Elantra,Sedan,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"25,000 miles",Car is damaged,Left,Yes,Black,R15,Halogen Headlights,Brown,Velour,No,"$12,200"
Hyundai,Getz,Hatchback,2003,Gasoline,1.1 L,Manual,Front Wheel Drive,"199,000 km",Car is not damaged,Left,Yes,Black,R13,Halogen Headlights,Gray,Textile,No,"1,600,000 ֏"
Ford,Fusion (North America),Sedan,2013,Gasoline,2.5 L,Automatic,Front Wheel Drive,"87,000 miles",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Black,Textile,No,"$15,000"
Nissan,Sentra,Sedan,2018,Gasoline,1.8 L,Automatic,Front Wheel Drive,"75,000 miles",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Black,Textile,No,"$12,500"
Chevrolet,Volt,Sedan,2012,Hybrid,1.4 L,Automatic,Front Wheel Drive,"140,000 miles",Car is not damaged,Left,Yes,Silver,R16,Halogen Headlights,Black,Leather,No,"$9,300"
Mercedes-Benz,W124,Sedan,1994,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Green,R16,LED Headlights,Brown,Leather,Regular Sunroof,"$7,000"
Mazda,6,Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"62,000 miles",Car is not damaged,Left,Yes,Blue,R19,Хenon Headlights,Black,Leather,Regular Sunroof,"$17,500"
Chevrolet,Volt,Hatchback,2012,Hybrid,1.4 L,Automatic,Front Wheel Drive,"70,000 miles",Car is not damaged,Left,Yes,White,R16,Halogen Headlights,Black,Textile,No,"$10,500"
Opel,Zafira,Minivan,2002,Gasoline,1.6 L,Manual,Front Wheel Drive,"220,000 km",Car is not damaged,Left,Yes,Silver,R15,LED Headlights,Gray,Other,No,"$6,000"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"24,000 miles",Car is not damaged,Left,Yes,White,R19,LED Headlights,Red,Leather,Panoramic Sunroof,"$39,000"
Ford,Fusion (North America),Sedan,2019,Gasoline,1.5 L,Automatic,Front Wheel Drive,"51,000 miles",Car is not damaged,Left,Yes,Black,R18,LED Headlights,Black,Leather,No,"$18,500"
BMW,5 Series,Sedan,2007,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"10,000 km",Car is not damaged,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"$9,000"
BMW,3 Series,Sedan,2004,Gasoline,3.0 L,Automatic,All Wheel Drive,"140,000 miles",Car is not damaged,Left,Yes,Black,R17,Хenon Headlights,Other,Leather,Regular Sunroof,"$6,500"
BMW,3 Series,Sedan,2007,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"300,000 km",Car is not damaged,Left,Yes,White,R18,LED Headlights,Black,Leather,Regular Sunroof,"$8,500"
BMW,5 Series,Sedan,2012,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"263,000 km",Car is not damaged,Left,No,White,R18,Halogen Headlights,Black,Leather,Regular Sunroof,"$7,500"
Dodge,Challenger,Coupe,2020,Gasoline,3.6 L,Automatic,Rear Wheel Drive,"24,000 miles",Car is not damaged,Left,Yes,Silver,R20,LED Headlights,Black,Textile,No,"$28,000"
Toyota,Sienna,Minivan,2016,Gasoline,3.5 L,Automatic,All Wheel Drive,"190,000 km",Car is damaged,Left,Yes,White,R17,Хenon Headlights,Gray,Leather,Regular Sunroof,NaN
Opel,Zafira,Minivan,2004,Gasoline,1.6 L,Manual,Front Wheel Drive,"334,000 km",Car is not damaged,Left,Yes,Gray,R15,LED Headlights,Black,Textile,No,"$6,500"
Kia,Stinger,Liftback,2017,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"62,500 km",Car is damaged,Left,No,Black,R18,Хenon Headlights,Beige,Leather,Panoramic Sunroof,"$20,000"
Mercedes-Benz,S-Class,Sedan,2002,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"196,000 km",Car is not damaged,Left,Yes,Silver,R19,Хenon Headlights,Black,Leather,Regular Sunroof,"$8,800"
Ford,Transit,Van,1993,Diesel,2.5 L,Manual,Rear Wheel Drive,"350,000 km",Car is not damaged,Left,Yes,Red,R15,Halogen Headlights,Black,Textile,No,"$2,900"
VAZ (Lada),2121 Niva,SUV / Crossover,2011,Gasoline,1.7 L,Manual,All Wheel Drive,"135,000 km",Car is not damaged,Left,Yes,White,R16,LED Headlights,Black,Textile,No,"$6,900"
Chevrolet,Malibu,Sedan,2016,Hybrid,1.8 L,Automatic,Front Wheel Drive,"166,000 km",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,Black,Leather,Panoramic Sunroof,"$17,200"
VAZ (Lada),2107,Sedan,2009,Gasoline,1.7 L,Manual,Rear Wheel Drive,"90,000 km",Car is not damaged,Left,Yes,Brown,R13,Хenon Headlights,Black,Alcantara,No,"$3,000"
Mercedes-Benz,ML,SUV / Crossover,2000,Gasoline,4.3 L,Automatic,All Wheel Drive,"160,000 miles",Car is not damaged,Left,Yes,White,R16,LED Headlights,Gray,Textile,Panoramic Sunroof,"$5,500"
Chevrolet,Malibu,Sedan,2017,Hybrid,1.8 L,Automatic,Front Wheel Drive,"133,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Leather,No,"$16,700"
Toyota,Camry,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"44,000 miles",Car is not damaged,Left,Yes,Gray,R17,Halogen Headlights,Gray,Textile,No,"$23,000"
Mercedes-Benz,Sprinter,Van,2005,Diesel,2.2 L,Manual,Rear Wheel Drive,"345,000 km",Car is not damaged,Left,Yes,White,R16,Halogen Headlights,Gray,Textile,No,"$8,000"
Kia,K5,Sedan,2022,Gasoline,1.6 L,Automatic,Front Wheel Drive,6000 miles,Car is not damaged,Left,Yes,Gray,R18,LED Headlights,Black,Leather,No,"$29,100"
Kia,Telluride,SUV / Crossover,2021,Gasoline,3.8 L,Automatic,All Wheel Drive,"26,000 km",Car is not damaged,Left,Yes,Gray,R18,LED Headlights,Black,Leather,No,"$38,500"
Lexus,LX,SUV / Crossover,2013,Gasoline,5.7 L,Automatic,All Wheel Drive,"167,000 km",Car is not damaged,Left,Yes,Black,R20,Хenon Headlights,Beige,Leather,Regular Sunroof,"$67,500"
Mercedes-Benz,S-Class,Sedan,2018,Gasoline,4.0 L,Automatic,Rear Wheel Drive,"57,000 km",Car is not damaged,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$81,500"
Chevrolet,Trax,SUV / Crossover,2017,Gasoline,1.4 L,Automatic,All Wheel Drive,"32,000 miles",Car is damaged,Left,No,Gold,R16,Хenon Headlights,Black,Alcantara,No,"$9,000"
Jeep,Cherokee,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"26,805 miles",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Black,Leather,No,"$23,300"
Mercedes-Benz,S-Class,Sedan,2005,Gasoline,5.0 L,Automatic,All Wheel Drive,"235,000 km",Car is not damaged,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"$8,500"
Ford,Focus,Sedan,2001,Gasoline,2.0 L,Automatic,Front Wheel Drive,"208,000 km",Car is not damaged,Left,Yes,Silver,R15,Halogen Headlights,Black,Textile,No,"$3,500"
Nissan,Sentra,Sedan,2017,Gasoline,1.8 L,Automatic,Front Wheel Drive,"39,800 miles",Car is not damaged,Left,Yes,Black,R15,Halogen Headlights,Black,Textile,No,"$11,300"
Jeep,Compass,SUV / Crossover,2020,Gasoline,2.4 L,Automatic,All Wheel Drive,"34,000 km",Car is not damaged,Left,Yes,White,R17,Halogen Headlights,Black,Leather,No,"$20,900"
Volkswagen,Tiguan,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,All Wheel Drive,"15,000 miles",Car is damaged,Left,Yes,Black,R17,Хenon Headlights,Black,Leather,No,"$28,500"
VAZ (Lada),Niva,SUV / Crossover,2023,Gasoline,1.7 L,Manual,All Wheel Drive,3700 km,Car is not damaged,Left,Yes,White,R16,Halogen Headlights,Black,Textile,No,"$10,200"
Jeep,Compass,SUV / Crossover,2022,Gasoline,2.4 L,Automatic,All Wheel Drive,7000 miles,Car is not damaged,Left,Yes,Gray,R18,LED Headlights,Black,Leather,No,"$26,500"
Jeep,Compass,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"21,000 miles",,Left,Yes,Black,R17,Halogen Headlights,Black,Leather,No,"$23,500"
Toyota,Camry,Sedan,2008,Gasoline,3.5 L,Automatic,Front Wheel Drive,"40,000 km",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,White,Textile,No,"$8,000"
Toyota,Avensis,Sedan,2018,Gasoline,1.8 L,Automatic,Front Wheel Drive,"97,936 km",Car is not damaged,Left,No,White,R16,Halogen Headlights,Black,Textile,No,"$19,500"
BMW,X5,SUV / Crossover,2016,Gasoline,3.0 L,Automatic,All Wheel Drive,"75,000 km",Car is not damaged,Left,Yes,Black,R20,LED Headlights,Black,Leather,Panoramic Sunroof,"$48,000"
Lexus,GX,SUV / Crossover,2005,Gasoline,4.7 L,Automatic,All Wheel Drive,"192,000 miles",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Gray,Leather,Regular Sunroof,"$25,000"
Mercedes-Benz,E-Class,Sedan,1996,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"340,000 km",Car is not damaged,Left,Yes,Blue,R16,LED Headlights,Black,Leather,Regular Sunroof,"$5,500"
Mercedes-Benz,S-Class,Sedan,2004,Gasoline,5.0 L,Automatic,Rear Wheel Drive,"375,000 km",Car is not damaged,Left,Yes,Black,R16,Хenon Headlights,Black,Leather,Regular Sunroof,"$9,000"
Nissan,Pathfinder,SUV / Crossover,2007,Gasoline,4.0 L,Automatic,All Wheel Drive,"250,000 km",Car is not damaged,Left,Yes,Silver,R17,Хenon Headlights,Gray,Textile,No,"$16,000"
Kia,Sportage,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"56,000 miles",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,Black,Textile,No,"$21,499"
Mercedes-Benz,G-Class,SUV / Crossover,2000,Gasoline,5.0 L,Automatic,All Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Black,R22,LED Headlights,Black,Leather,Regular Sunroof,"$25,000"
Opel,Astra,Hatchback,1998,Gasoline,1.8 L,Automatic,Front Wheel Drive,"208,000 km",Car is not damaged,Left,Yes,Silver,R15,LED Headlights,Black,Textile,No,"$5,600"
Volvo,S80,Sedan,2001,Gasoline,2.4 L,Automatic,Front Wheel Drive,"260,000 km",Car is not damaged,Left,Yes,Green,R17,Хenon Headlights,Gray,Leather,Panoramic Sunroof,"$3,300"
Mazda,6,Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"56,000 miles",Car is not damaged,Left,Yes,Red,R19,LED Headlights,Black,Leather,Regular Sunroof,"$20,800"
Nissan,Rogue,SUV / Crossover,2019,Gasoline,2.5 L,Automatic,All Wheel Drive,"30,000 miles",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"$19,800"
Lexus,HS,Sedan,2010,Hybrid,2.4 L,Automatic,Front Wheel Drive,"109,000 miles",Car is not damaged,Left,Yes,White,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,"$13,000"
Toyota,Voxy,Minivan,2006,Gasoline,2.0 L,Automatic,Front Wheel Drive,"202,000 km",Car is not damaged,Left,Yes,White,R15,LED Headlights,Gray,Textile,Panoramic Sunroof,"3,700,000 ֏"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"60,000 km",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Gray,Leather,Regular Sunroof,"$35,000"
Volkswagen,Jetta,Sedan,2010,Gasoline,2.5 L,Automatic,Front Wheel Drive,"101,000 km",Car is not damaged,Left,Yes,Red,R15,LED Headlights,Black,Leather,No,"$7,500"
Kia,K5,Sedan,2022,Gasoline,1.6 L,Automatic,Front Wheel Drive,"40,000 km",Car is not damaged,Left,Yes,White,R18,LED Headlights,Black,Leather,No,"$32,000"
Jeep,Compass,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,"26,000 miles",Car is not damaged,Left,Yes,Green,R18,LED Headlights,Black,Leather,No,"$18,900"
Mazda,CX-5,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"52,000 miles",Car is not damaged,Left,Yes,Blue,R18,Хenon Headlights,White,Leather,Regular Sunroof,"$28,500"
VAZ (Lada),2114,Hatchback,2010,Gasoline,1.6 L,Manual,Front Wheel Drive,"97,000 km",Car is not damaged,Left,Yes,Black,R13,Halogen Headlights,Black,Other,No,"$5,000"
Mercedes-Benz,CLA-Class,Sedan,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,6874 km,Car is not damaged,Left,Yes,Gray,R20,Halogen Headlights,White,Leather,No,"$23,000"
Mercedes-Benz,S-Class,Sedan,2010,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"290,000 km",Car is not damaged,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$16,500"
Lexus,GX,SUV / Crossover,2023,Gasoline,4.6 L,Automatic,All Wheel Drive,3000 km,Car is not damaged,Left,Yes,White,R19,LED Headlights,Black,Leather,Regular Sunroof,"$125,000"
Mercedes-Benz,S-Class,Sedan,2007,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"194,000 km",Car is not damaged,Left,Yes,White,R19,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$16,200"
Lexus,ES,Sedan,2021,Gasoline,3.5 L,Automatic,Front Wheel Drive,"20,000 km",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Black,Leather,Regular Sunroof,"$59,700"
Hyundai,Elantra,Sedan,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"60,000 miles",Car is not damaged,Left,No,Gray,R16,Хenon Headlights,Gray,Other,No,"$9,200"
Lexus,GS,Sedan,2020,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"65,000 km",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Red,Leather,Regular Sunroof,"$55,000"
Hyundai,H1,Minivan,1998,Gasoline,2.4 L,Automatic,Rear Wheel Drive,"269,000 km",Car is not damaged,Left,Yes,Black,R14,LED Headlights,Gray,Textile,No,"$7,800"
Jeep,Compass,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"22,000 miles",Car is not damaged,Left,Yes,Blue,R17,Halogen Headlights,Black,Leather,Panoramic Sunroof,"$20,000"
Honda,HR-V,SUV / Crossover,2019,Gasoline,1.8 L,Automatic,All Wheel Drive,"15,000 miles",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"$21,700"
Opel,Astra,Hatchback,2000,Gasoline,1.4 L,Manual,Front Wheel Drive,"400,000 km",Car is not damaged,Left,Yes,Silver,R15,LED Headlights,Gray,Other,No,"$4,300"
Hyundai,Sonata,Sedan,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"34,000 km",Car is not damaged,Left,Yes,Black,R18,LED Headlights,Black,Textile,No,"$17,800"
Mitsubishi,Pajero,SUV / Crossover,1997,Gasoline,3.5 L,Automatic,All Wheel Drive,"150,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Alcantara,Regular Sunroof,"$8,000"
Opel,Astra,Hatchback,2002,Gasoline,1.6 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Silver,R15,Halogen Headlights,Gray,Textile,No,"$5,000"
Infiniti,G35,Sedan,2006,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"180,000 km",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,"$7,800"
Opel,Vectra,Sedan,1998,Gasoline,1.8 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Brown,R15,Хenon Headlights,Black,Textile,No,"$3,500"
Nissan,Kicks,SUV / Crossover,2020,Gasoline,1.6 L,Automatic,Front Wheel Drive,"80,000 km",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,Black,Textile,No,"$16,000"
Mazda,6,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"185,000 km",Car is not damaged,Left,Yes,Silver,R19,Хenon Headlights,Black,Leather,Regular Sunroof,"$19,500"
Mercedes-Benz,E-Class,Sedan,1999,Gasoline,2.4 L,Automatic,Rear Wheel Drive,"497,000 km",Car is not damaged,Left,No,Silver,R16,LED Headlights,Black,Leather,No,"$3,300"
BMW,3 Series,Sedan,2002,Gasoline,1.8 L,Automatic,Rear Wheel Drive,"260,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Beige,Leather,No,"$6,000"
Toyota,Land Cruiser Prado,SUV / Crossover,2018,Gasoline,4.0 L,Automatic,All Wheel Drive,"48,000 km",Car is not damaged,Left,Yes,Black,R18,Хenon Headlights,Gray,Textile,No,"$68,000"
Nissan,Navara,Pickup,2008,Gasoline,2.5 L,Manual,Rear Wheel Drive,"227,000 km",Car is not damaged,Left,Yes,White,R16,LED Headlights,Red,Textile,No,"$8,500"
Lexus,NX,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,Front Wheel Drive,"10,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Beige,Leather,No,"$44,000"
VAZ (Lada),2107,Van,2008,Gasoline,1.6 L,Manual,Rear Wheel Drive,"30,000 km",Car is not damaged,Left,Yes,White,R13,LED Headlights,Black,Textile,No,"$3,000"
VAZ (Lada),2107,Van,2000,Gasoline,1.6 L,Manual,Rear Wheel Drive,"99,000 km",Car is not damaged,Left,Yes,Red,R13,LED Headlights,Black,Textile,No,"$1,200"
Hyundai,Tucson,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,All Wheel Drive,"14,000 miles",Car is not damaged,Left,Yes,White,R17,Halogen Headlights,Beige,Textile,No,"$23,000"
Hyundai,Tucson,SUV / Crossover,2018,Gasoline,2.0 L,Automatic,All Wheel Drive,"43,000 miles",Car is not damaged,Left,Yes,White,R17,LED Headlights,Beige,Textile,No,"$18,500"
Opel,Vectra,Sedan,1995,Gasoline,1.8 L,Manual,Front Wheel Drive,"410,000 km",Car is not damaged,Left,Yes,Maroon,R14,Halogen Headlights,Black,Leather,Regular Sunroof,"$1,800"
VAZ (Lada),2107,Sedan,2009,Gasoline,1.7 L,Manual,Rear Wheel Drive,"150,000 km",Car is not damaged,Left,Yes,Green,R13,Хenon Headlights,Beige,Velour,No,"765,000 ֏"
Ford,Fusion (North America),Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"85,000 miles",Car is not damaged,Left,Yes,Gray,R16,LED Headlights,White,Textile,Regular Sunroof,"$14,500"
Chevrolet,Niva,SUV / Crossover,2012,Gasoline,1.7 L,Manual,All Wheel Drive,"17,000 km",Car is not damaged,Left,Yes,Blue,R16,Хenon Headlights,Blue,Other,No,"$7,500"
Mercedes-Benz,C-Class,Sedan,1995,Gasoline,1.8 L,Manual,Rear Wheel Drive,"400,000 km",Car is not damaged,Left,Yes,Gray,R17,Halogen Headlights,Black,Other,No,"$7,200"
Toyota,Camry,Sedan,2012,Gasoline,2.5 L,Automatic,Front Wheel Drive,"145,000 miles",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"$15,300"
VAZ (Lada),21099,Sedan,1996,Gasoline,1.3 L,Manual,Front Wheel Drive,"300,000 km",Car is not damaged,Left,Yes,Beige,R13,Halogen Headlights,Gray,Other,No,"850,000 ֏"
VAZ (Lada),2107,Sedan,2006,Gasoline,1.6 L,Manual,Rear Wheel Drive,"100,000 km",Car is not damaged,Left,Yes,Brown,R13,Halogen Headlights,Other,Other,No,"$3,500"
Bentley,Continental GT,Coupe,2004,Gasoline,6.0 L,Automatic,All Wheel Drive,"54,000 km",Car is not damaged,Left,Yes,Red,R20,LED Headlights,Other,Leather,No,"$19,800"
Nissan,Rogue,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"66,000 miles",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"$20,000"
Mercedes-Benz,GL-Class,SUV / Crossover,2011,Gasoline,5.5 L,Automatic,All Wheel Drive,"177,000 km",Car is not damaged,Left,Yes,Gray,R21,LED Headlights,Black,Leather,Panoramic Sunroof,"$21,000"
Ford,Focus,Sedan,2015,Gasoline,2.0 L,Automatic,Front Wheel Drive,"112,000 km",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,Black,Leatherette,Regular Sunroof,"$9,500"
Honda,Fit,Hatchback,2009,Gasoline,1.3 L,Automatic,Front Wheel Drive,"180,000 km",Car is not damaged,Right,Yes,Red,R15,Хenon Headlights,Black,Textile,No,"$5,600"
Jeep,Grand Cherokee,SUV / Crossover,1999,Gasoline,4.0 L,Automatic,All Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Blue,R16,Halogen Headlights,Gray,Textile,No,"1,000,000 ֏"
Nissan,Teana,Sedan,2005,Gasoline,2.3 L,Automatic,Front Wheel Drive,"220,000 km",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,Black,Alcantara,No,"$5,300"
Opel,Omega,Sedan,2000,Gasoline,2.2 L,Manual,Rear Wheel Drive,"320,000 km",Car is not damaged,Left,Yes,Silver,R17,Хenon Headlights,Gray,Textile,Regular Sunroof,"$3,500"
BMW,3 Series,Sedan,2011,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Leather,Regular Sunroof,"$12,500"
Chevrolet,Aveo,Sedan,2011,Gasoline,1.6 L,Automatic,Front Wheel Drive,"150,000 km",Car is not damaged,Left,No,Gray,R15,LED Headlights,Gray,Textile,No,"$3,500"
Mercedes-Benz,C-Class,Sedan,2000,Gasoline,1.8 L,Automatic,Rear Wheel Drive,"290,000 km",Car is not damaged,Left,Yes,Blue,R15,Halogen Headlights,Black,Leatherette,No,"$6,100"
VAZ (Lada),2107,Sedan,2007,Gasoline,1.5 L,Manual,Rear Wheel Drive,"280,000 km",Car is not damaged,Left,Yes,White,R13,Хenon Headlights,Gray,Textile,No,"330,000 ֏"
Mercedes-Benz,E-Class,Sedan,1994,Gasoline,2.0 L,Manual,Rear Wheel Drive,"350,000 km",Car is not damaged,Left,Yes,Black,R18,Halogen Headlights,Black,Leather,Regular Sunroof,"$6,800"
Volkswagen,Tiguan,SUV / Crossover,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,"138,000 miles",Car is not damaged,Left,Yes,Silver,R19,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$17,300"
Mercedes-Benz,Viano,Minivan,2004,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"195,000 km",Car is not damaged,Right,Yes,Silver,R16,Halogen Headlights,Gray,Leather,No,"$14,700"
Toyota,Camry,Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"62,000 miles",Car is not damaged,Left,Yes,White,R18,LED Headlights,Other,Other,No,"$24,300"
Nissan,Cube,Van,2004,Gasoline,1.4 L,Automatic,Front Wheel Drive,2950 km,Car is not damaged,Right,Yes,White,R14,LED Headlights,Black,Textile,No,"$2,850"
Mitsubishi,Pajero IO,SUV / Crossover,2005,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"156,000 km",Car is not damaged,Left,Yes,Silver,R16,LED Headlights,Brown,Other,No,"2,500,000 ֏"
BMW,X6,SUV / Crossover,2014,Gasoline,4.4 L,Automatic,All Wheel Drive,"55,000 km",Car is not damaged,Left,Yes,Black,R20,LED Headlights,Black,Alcantara,Regular Sunroof,"$36,000"
Hyundai,Elantra,Sedan,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"33,000 miles",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Gray,Textile,No,"$17,500"
Toyota,Camry,Sedan,2021,Gasoline,2.5 L,Automatic,Front Wheel Drive,2800 miles,Car is not damaged,Left,Yes,White,R19,LED Headlights,Red,Leather,Panoramic Sunroof,"$41,000"
Toyota,Ipsum,Minivan,2003,Gasoline,2.4 L,Automatic,Front Wheel Drive,320 km,Car is not damaged,Right,Yes,White,R17,Хenon Headlights,Gray,Textile,No,"$8,200"
Infiniti,QX56,SUV / Crossover,2012,Gasoline,5.6 L,Automatic,All Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Silver,R22,Хenon Headlights,Black,Leather,Regular Sunroof,"12,200,000 ֏"
Toyota,RAV4,SUV / Crossover,2014,Gasoline,2.0 L,Automatic,All Wheel Drive,"86,000 km",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Black,Textile,Regular Sunroof,"$18,800"
Toyota,Camry,Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"35,000 km",Car is not damaged,Left,Yes,White,R17,Halogen Headlights,Black,Textile,No,"$31,000"
Kia,Sportage,SUV / Crossover,2010,Gasoline,2.4 L,Automatic,All Wheel Drive,"118,000 miles",Car is not damaged,Left,Yes,White,R18,LED Headlights,Gray,Leather,Panoramic Sunroof,"$12,900"
Volvo,XC90,SUV / Crossover,2005,Gasoline,2.9 L,Automatic,Front Wheel Drive,"200,000 miles",Car is not damaged,Left,Yes,White,R17,Halogen Headlights,Beige,Leather,Regular Sunroof,"$7,800"
